employee_id,pay_period_start,pay_period_end,total_hours_worked,overtime_hours,gross_pay,net_pay,pay_date
53,2014-10-07,2014-10-21,62,6,3895,3569,2014-10-22
53,2017-10-25,2017-11-08,62,19,2531,2174,2017-11-09
53,2024-04-14,2024-04-28,62,0,3946,3480,2024-04-29
53,2015-02-20,2015-03-06,70,2,2484,2201,2015-03-07
53,2020-10-25,2020-11-08,60,9,2606,2267,2020-11-09
53,2016-04-16,2016-04-30,60,16,2854,2596,2016-05-01
53,2020-09-23,2020-10-07,67,19,2795,2465,2020-10-08
54,2023-01-04,2023-01-18,78,9,2492,2261,2023-01-19
54,2022-08-02,2022-08-16,66,17,2612,2423,2022-08-17
54,2017-05-25,2017-06-08,72,13,3424,3035,2017-06-09
54,2016-07-25,2016-08-08,76,12,2442,2193,2016-08-09
54,2020-06-24,2020-07-08,69,0,3806,3416,2020-07-09
54,2017-08-10,2017-08-24,71,20,2567,2439,2017-08-25
54,2017-12-15,2017-12-29,73,10,2493,2277,2017-12-30
54,2022-02-28,2022-03-14,69,19,3723,3545,2022-03-15
54,2023-09-15,2023-09-29,66,16,2604,2199,2023-09-30
54,2021-11-03,2021-11-17,63,19,2174,1745,2021-11-18
54,2019-03-19,2019-04-02,68,4,3835,3585,2019-04-03
54,2019-04-18,2019-05-02,73,19,2832,2558,2019-05-03
54,2023-07-17,2023-07-31,76,0,3738,3250,2023-08-01
54,2024-06-13,2024-06-27,63,16,3961,3516,2024-06-28
54,2017-11-21,2017-12-05,65,0,3840,3494,2017-12-06
54,2016-07-30,2016-08-13,72,15,2722,2436,2016-08-14
54,2015-02-17,2015-03-03,65,14,3510,3158,2015-03-04
54,2017-07-03,2017-07-17,68,6,2100,1969,2017-07-18
54,2023-08-27,2023-09-10,80,7,3492,3390,2023-09-11
54,2016-12-08,2016-12-22,76,15,2179,1704,2016-12-23
54,2018-11-28,2018-12-12,78,5,3180,2855,2018-12-13
54,2018-08-24,2018-09-07,67,8,3450,3188,2018-09-08
54,2022-01-17,2022-01-31,73,16,2258,1920,2022-02-01
54,2015-06-28,2015-07-12,63,4,2167,1977,2015-07-13
55,2021-04-26,2021-05-10,62,2,3191,2982,2021-05-11
55,2020-08-26,2020-09-09,76,9,3197,2953,2020-09-10
55,2018-07-26,2018-08-09,70,9,3655,3277,2018-08-10
55,2021-08-05,2021-08-19,67,20,3242,2852,2021-08-20
55,2016-01-25,2016-02-08,69,18,3756,3301,2016-02-09
55,2018-11-08,2018-11-22,77,3,3988,3878,2018-11-23
55,2016-02-26,2016-03-11,69,4,2378,2024,2016-03-12
55,2021-09-21,2021-10-05,75,6,2881,2687,2021-10-06
55,2024-03-15,2024-03-29,71,6,3669,3299,2024-03-30
55,2023-03-07,2023-03-21,72,7,2403,1984,2023-03-22
55,2015-02-24,2015-03-10,74,6,2375,2024,2015-03-11
55,2018-08-29,2018-09-12,73,18,2732,2452,2018-09-13
55,2015-11-04,2015-11-18,79,4,3026,2731,2015-11-19
55,2021-05-09,2021-05-23,67,0,3891,3412,2021-05-24
55,2014-09-17,2014-10-01,71,10,2274,2157,2014-10-02
55,2014-11-02,2014-11-16,79,1,3250,2995,2014-11-17
55,2015-07-26,2015-08-09,67,1,3366,3019,2015-08-10
55,2020-04-18,2020-05-02,73,16,3647,3209,2020-05-03
55,2022-03-29,2022-04-12,74,2,3773,3449,2022-04-13
55,2020-03-24,2020-04-07,68,6,3179,2976,2020-04-08
55,2016-02-04,2016-02-18,80,8,3187,2834,2016-02-19
55,2020-11-27,2020-12-11,71,13,3188,2978,2020-12-12
55,2022-10-21,2022-11-04,64,3,3780,3359,2022-11-05
55,2019-10-27,2019-11-10,72,16,3022,2920,2019-11-11
56,2016-09-07,2016-09-21,65,4,3030,2789,2016-09-22
56,2023-01-19,2023-02-02,60,8,2571,2258,2023-02-03
56,2024-02-15,2024-02-29,72,17,2160,1904,2024-03-01
56,2024-02-03,2024-02-17,76,0,3518,3296,2024-02-18
56,2021-08-20,2021-09-03,70,9,3200,2765,2021-09-04
56,2024-04-20,2024-05-04,68,1,3113,2798,2024-05-05
56,2016-12-22,2017-01-05,67,11,3087,2618,2017-01-06
56,2017-07-09,2017-07-23,79,15,3960,3572,2017-07-24
56,2018-03-24,2018-04-07,76,13,3632,3227,2018-04-08
56,2018-07-21,2018-08-04,67,13,2838,2492,2018-08-05
56,2018-08-24,2018-09-07,78,2,2127,1690,2018-09-08
56,2020-11-29,2020-12-13,71,9,3558,3367,2020-12-14
56,2017-08-26,2017-09-09,73,16,2132,1858,2017-09-10
56,2017-03-18,2017-04-01,65,15,2903,2646,2017-04-02
56,2018-11-02,2018-11-16,65,12,2975,2731,2018-11-17
56,2019-10-25,2019-11-08,74,10,2680,2303,2019-11-09
56,2022-08-29,2022-09-12,77,18,2061,1766,2022-09-13
56,2016-06-30,2016-07-14,79,10,3145,2797,2016-07-15
56,2023-04-18,2023-05-02,75,16,2105,1667,2023-05-03
56,2023-09-10,2023-09-24,69,15,2572,2182,2023-09-25
56,2015-03-14,2015-03-28,80,7,3807,3532,2015-03-29
56,2023-08-06,2023-08-20,78,11,3498,3094,2023-08-21
56,2015-06-17,2015-07-01,63,9,3912,3694,2015-07-02
56,2017-08-12,2017-08-26,64,15,2681,2564,2017-08-27
57,2024-04-30,2024-05-14,75,4,2212,1888,2024-05-15
57,2017-03-10,2017-03-24,75,19,3279,2841,2017-03-25
57,2021-04-12,2021-04-26,76,12,2724,2331,2021-04-27
57,2018-02-22,2018-03-08,79,11,3542,3364,2018-03-09
57,2016-01-06,2016-01-20,79,10,3298,2821,2016-01-21
57,2021-04-07,2021-04-21,71,15,3958,3468,2021-04-22
57,2022-09-29,2022-10-13,63,9,2854,2595,2022-10-14
57,2015-09-13,2015-09-27,73,3,3113,2988,2015-09-28
57,2017-09-02,2017-09-16,61,3,2891,2512,2017-09-17
57,2023-12-15,2023-12-29,65,18,2364,2215,2023-12-30
57,2021-08-09,2021-08-23,65,18,3159,2804,2021-08-24
57,2022-10-21,2022-11-04,64,20,2537,2041,2022-11-05
57,2020-07-04,2020-07-18,65,12,3846,3394,2020-07-19
57,2020-10-20,2020-11-03,75,18,2971,2761,2020-11-04
57,2015-01-31,2015-02-14,60,17,2847,2368,2015-02-15
57,2017-06-14,2017-06-28,63,1,2190,1966,2017-06-29
57,2016-06-12,2016-06-26,64,0,2405,2211,2016-06-27
57,2018-01-03,2018-01-17,71,12,3804,3630,2018-01-18
57,2021-06-20,2021-07-04,72,2,2627,2394,2021-07-05
57,2014-10-11,2014-10-25,75,7,2859,2486,2014-10-26
57,2015-01-09,2015-01-23,66,15,2493,2200,2015-01-24
57,2020-07-14,2020-07-28,66,1,2961,2832,2020-07-29
57,2019-06-03,2019-06-17,76,6,3193,2794,2019-06-18
57,2017-02-21,2017-03-07,76,13,3812,3628,2017-03-08
58,2017-11-14,2017-11-28,74,16,2178,1996,2017-11-29
58,2015-04-04,2015-04-18,63,1,3712,3256,2015-04-19
58,2016-05-06,2016-05-20,68,20,3080,2853,2016-05-21
58,2014-12-09,2014-12-23,75,17,2909,2564,2014-12-24
58,2016-05-21,2016-06-04,66,0,2575,2440,2016-06-05
58,2024-08-04,2024-08-18,66,6,2110,1782,2024-08-19
58,2021-12-25,2022-01-08,69,19,3985,3876,2022-01-09
58,2019-10-05,2019-10-19,77,11,2723,2527,2019-10-20
58,2022-10-16,2022-10-30,60,17,2956,2518,2022-10-31
58,2022-11-13,2022-11-27,68,19,3605,3297,2022-11-28
58,2020-03-10,2020-03-24,77,12,2078,1810,2020-03-25
58,2024-02-08,2024-02-22,66,16,2845,2431,2024-02-23
58,2021-03-11,2021-03-25,78,2,2434,1952,2021-03-26
58,2017-03-02,2017-03-16,78,19,3258,3077,2017-03-17
58,2023-10-01,2023-10-15,71,4,3569,3174,2023-10-16
58,2017-06-14,2017-06-28,61,17,2207,1839,2017-06-29
58,2021-09-15,2021-09-29,79,17,3282,3116,2021-09-30
58,2018-05-26,2018-06-09,68,20,3062,2575,2018-06-10
58,2018-06-19,2018-07-03,67,6,2636,2497,2018-07-04
58,2020-02-29,2020-03-14,75,7,2803,2528,2020-03-15
58,2019-05-22,2019-06-05,75,16,3437,3239,2019-06-06
58,2017-02-07,2017-02-21,65,12,3875,3563,2017-02-22
58,2022-07-29,2022-08-12,63,15,2151,1992,2022-08-13
58,2018-07-07,2018-07-21,61,2,2710,2366,2018-07-22
59,2016-07-07,2016-07-21,60,13,2611,2126,2016-07-22
59,2024-05-22,2024-06-05,69,4,3847,3507,2024-06-06
59,2023-01-19,2023-02-02,64,6,2716,2299,2023-02-03
59,2016-02-16,2016-03-01,64,16,2140,1647,2016-03-02
59,2015-02-04,2015-02-18,77,15,2295,1995,2015-02-19
59,2015-04-05,2015-04-19,68,3,2167,1739,2015-04-20
59,2019-04-26,2019-05-10,61,15,3941,3637,2019-05-11
59,2023-02-20,2023-03-06,78,12,3106,2997,2023-03-07
59,2024-02-22,2024-03-07,70,16,2440,2172,2024-03-08
59,2021-01-01,2021-01-15,68,19,2771,2478,2021-01-16
59,2015-09-04,2015-09-18,70,20,2624,2249,2015-09-19
59,2015-05-06,2015-05-20,69,14,3532,3397,2015-05-21
59,2021-05-07,2021-05-21,64,7,2891,2558,2021-05-22
59,2017-08-26,2017-09-09,73,0,2684,2249,2017-09-10
59,2015-05-21,2015-06-04,70,13,3227,3085,2015-06-05
59,2017-11-28,2017-12-12,64,3,2284,2070,2017-12-13
59,2018-09-03,2018-09-17,66,4,2205,1840,2018-09-18
59,2016-09-25,2016-10-09,79,8,2887,2677,2016-10-10
59,2020-04-26,2020-05-10,68,18,2068,1794,2020-05-11
59,2019-06-28,2019-07-12,74,6,3655,3347,2019-07-13
59,2021-11-21,2021-12-05,80,3,3841,3554,2021-12-06
59,2020-12-04,2020-12-18,78,10,3121,2735,2020-12-19
59,2018-10-16,2018-10-30,66,18,2092,1871,2018-10-31
59,2015-06-27,2015-07-11,60,19,3254,3105,2015-07-12
60,2014-08-08,2014-08-22,72,5,2999,2833,2014-08-23
60,2022-12-11,2022-12-25,74,11,2266,1943,2022-12-26
60,2017-01-22,2017-02-05,61,12,2975,2720,2017-02-06
60,2023-08-05,2023-08-19,72,17,2089,1755,2023-08-20
60,2022-06-03,2022-06-17,80,18,2167,1820,2022-06-18
60,2017-01-01,2017-01-15,72,9,2809,2363,2017-01-16
60,2015-07-06,2015-07-20,68,8,3868,3419,2015-07-21
60,2015-08-30,2015-09-13,63,2,2148,1840,2015-09-14
60,2021-08-23,2021-09-06,60,11,3271,2866,2021-09-07
60,2021-04-26,2021-05-10,66,18,3806,3491,2021-05-11
60,2019-01-08,2019-01-22,80,19,2049,1561,2019-01-23
60,2023-04-01,2023-04-15,67,10,3630,3259,2023-04-16
60,2019-02-27,2019-03-13,74,3,2456,2259,2019-03-14
60,2015-08-04,2015-08-18,70,11,2230,1822,2015-08-19
60,2023-04-29,2023-05-13,75,15,3851,3368,2023-05-14
60,2014-10-29,2014-11-12,76,0,2903,2518,2014-11-13
60,2016-03-23,2016-04-06,80,8,3236,3033,2016-04-07
60,2019-08-04,2019-08-18,65,12,3436,3312,2019-08-19
60,2016-12-20,2017-01-03,78,12,3299,2842,2017-01-04
60,2020-10-22,2020-11-05,64,6,3825,3704,2020-11-06
60,2017-11-30,2017-12-14,69,3,2193,1794,2017-12-15
60,2016-10-12,2016-10-26,67,13,2291,1892,2016-10-27
60,2023-11-15,2023-11-29,68,5,3736,3399,2023-11-30
60,2023-12-24,2024-01-07,71,1,3898,3604,2024-01-08
61,2022-09-28,2022-10-12,76,11,3535,3122,2022-10-13
61,2023-11-05,2023-11-19,66,0,2091,1843,2023-11-20
61,2015-07-05,2015-07-19,60,12,3836,3598,2015-07-20
61,2024-07-23,2024-08-06,78,16,2536,2409,2024-08-07
61,2019-04-22,2019-05-06,68,3,3049,2567,2019-05-07
61,2017-09-29,2017-10-13,75,20,3444,3193,2017-10-14
61,2019-12-23,2020-01-06,60,10,3842,3561,2020-01-07
61,2017-08-09,2017-08-23,78,10,3368,3234,2017-08-24
61,2021-03-01,2021-03-15,77,10,3303,3081,2021-03-16
61,2024-07-06,2024-07-20,75,20,3583,3163,2024-07-21
61,2019-05-23,2019-06-06,64,9,2032,1884,2019-06-07
61,2015-08-11,2015-08-25,69,16,2172,1721,2015-08-26
61,2019-04-06,2019-04-20,65,9,2452,2329,2019-04-21
61,2017-03-16,2017-03-30,60,18,2175,1705,2017-03-31
61,2017-02-07,2017-02-21,65,14,2816,2537,2017-02-22
61,2016-05-12,2016-05-26,68,13,2930,2677,2016-05-27
61,2021-05-02,2021-05-16,80,2,3374,3159,2021-05-17
61,2016-08-29,2016-09-12,60,5,3390,3164,2016-09-13
61,2016-06-05,2016-06-19,72,20,2579,2389,2016-06-20
61,2021-03-10,2021-03-24,68,14,2381,2073,2021-03-25
61,2018-05-27,2018-06-10,69,2,3590,3333,2018-06-11
61,2020-02-01,2020-02-15,68,10,2334,2037,2020-02-16
61,2015-04-04,2015-04-18,71,8,2826,2496,2015-04-19
61,2016-05-17,2016-05-31,62,8,3839,3544,2016-06-01
62,2023-05-14,2023-05-28,79,9,2934,2791,2023-05-29
62,2015-12-12,2015-12-26,80,10,3696,3586,2015-12-27
62,2021-05-26,2021-06-09,65,11,2127,1668,2021-06-10
62,2022-08-03,2022-08-17,76,14,3069,2827,2022-08-18
62,2023-05-16,2023-05-30,70,12,3708,3337,2023-05-31
62,2017-03-26,2017-04-09,60,3,3797,3683,2017-04-10
62,2018-08-11,2018-08-25,69,20,2453,2322,2018-08-26
62,2020-11-06,2020-11-20,69,19,2037,1810,2020-11-21
62,2014-09-23,2014-10-07,65,5,2274,2092,2014-10-08
62,2018-05-22,2018-06-05,70,18,3954,3720,2018-06-06
62,2022-01-24,2022-02-07,79,11,3579,3396,2022-02-08
62,2024-04-11,2024-04-25,80,17,2406,2304,2024-04-26
62,2017-03-23,2017-04-06,63,12,3136,2965,2017-04-07
62,2016-02-05,2016-02-19,64,17,2846,2389,2016-02-20
62,2021-09-02,2021-09-16,72,3,3015,2884,2021-09-17
62,2023-01-24,2023-02-07,66,10,3091,2631,2023-02-08
62,2018-10-10,2018-10-24,77,0,2063,1936,2018-10-25
62,2017-05-31,2017-06-14,66,1,2239,1911,2017-06-15
62,2019-11-11,2019-11-25,76,8,2164,1699,2019-11-26
62,2019-03-17,2019-03-31,73,7,2797,2359,2019-04-01
62,2018-03-02,2018-03-16,74,14,3044,2791,2018-03-17
62,2018-05-20,2018-06-03,68,13,3526,3160,2018-06-04
62,2024-01-23,2024-02-06,75,4,3784,3509,2024-02-07
62,2022-08-06,2022-08-20,67,6,3100,2608,2022-08-21
63,2015-04-12,2015-04-26,63,7,2119,1814,2015-04-27
63,2021-02-06,2021-02-20,79,17,3313,2830,2021-02-21
63,2022-03-27,2022-04-10,63,12,2284,1979,2022-04-11
63,2022-08-30,2022-09-13,78,2,2215,1884,2022-09-14
63,2023-09-05,2023-09-19,77,5,3467,3095,2023-09-20
63,2022-10-23,2022-11-06,68,20,2097,1918,2022-11-07
63,2019-09-10,2019-09-24,65,16,2418,2060,2019-09-25
63,2016-10-07,2016-10-21,80,12,2853,2480,2016-10-22
63,2018-05-28,2018-06-11,60,9,2669,2350,2018-06-12
63,2014-08-14,2014-08-28,76,3,2327,1922,2014-08-29
63,2016-06-09,2016-06-23,66,13,3564,3291,2016-06-24
63,2022-03-30,2022-04-13,63,1,2510,2300,2022-04-14
63,2015-04-30,2015-05-14,60,16,3008,2762,2015-05-15
63,2021-10-03,2021-10-17,60,17,3584,3254,2021-10-18
63,2018-02-01,2018-02-15,77,13,3645,3277,2018-02-16
63,2022-01-23,2022-02-06,60,12,3352,2968,2022-02-07
63,2019-06-11,2019-06-25,66,6,2030,1830,2019-06-26
63,2021-03-21,2021-04-04,60,5,2854,2654,2021-04-05
63,2019-01-09,2019-01-23,61,10,2023,1629,2019-01-24
63,2015-03-09,2015-03-23,74,3,2111,1714,2015-03-24
63,2014-09-15,2014-09-29,64,13,3723,3339,2014-09-30
63,2016-08-06,2016-08-20,76,3,2539,2266,2016-08-21
63,2017-08-22,2017-09-05,60,8,3892,3571,2017-09-06
63,2014-11-08,2014-11-22,67,15,2941,2452,2014-11-23
64,2015-09-06,2015-09-20,65,20,2574,2470,2015-09-21
64,2014-12-21,2015-01-04,78,15,3585,3246,2015-01-05
64,2016-11-22,2016-12-06,70,7,3618,3350,2016-12-07
64,2016-08-03,2016-08-17,61,5,2852,2630,2016-08-18
64,2021-05-24,2021-06-07,71,17,3772,3328,2021-06-08
64,2018-12-15,2018-12-29,60,7,2273,2026,2018-12-30
64,2023-11-12,2023-11-26,74,3,3081,2665,2023-11-27
64,2017-01-13,2017-01-27,79,20,2567,2217,2017-01-28
64,2021-08-15,2021-08-29,66,0,3581,3385,2021-08-30
64,2019-12-22,2020-01-05,69,19,3425,3027,2020-01-06
64,2019-09-27,2019-10-11,80,18,3806,3630,2019-10-12
64,2018-03-30,2018-04-13,72,13,3480,3332,2018-04-14
64,2024-01-25,2024-02-08,75,18,2510,2130,2024-02-09
64,2021-10-16,2021-10-30,67,6,2595,2176,2021-10-31
64,2024-03-17,2024-03-31,73,3,2294,2193,2024-04-01
64,2017-12-08,2017-12-22,80,15,2925,2822,2017-12-23
64,2023-08-08,2023-08-22,64,6,2241,1832,2023-08-23
64,2019-08-21,2019-09-04,72,6,2313,1949,2019-09-05
64,2015-09-05,2015-09-19,80,4,3527,3064,2015-09-20
64,2018-04-08,2018-04-22,70,4,3255,3103,2018-04-23
64,2023-04-20,2023-05-04,72,6,2619,2183,2023-05-05
64,2014-08-12,2014-08-26,76,14,2706,2276,2014-08-27
64,2017-04-30,2017-05-14,73,0,3140,2709,2017-05-15
64,2019-04-29,2019-05-13,72,15,3399,3010,2019-05-14
65,2021-06-15,2021-06-29,76,18,2271,1947,2021-06-30
65,2021-01-05,2021-01-19,72,9,3336,2959,2021-01-20
65,2019-09-12,2019-09-26,67,8,3679,3248,2019-09-27
65,2020-04-21,2020-05-05,70,5,2911,2623,2020-05-06
65,2015-07-21,2015-08-04,72,16,2000,1579,2015-08-05
65,2015-09-19,2015-10-03,61,19,3426,3240,2015-10-04
65,2015-01-16,2015-01-30,73,3,3051,2718,2015-01-31
65,2018-07-31,2018-08-14,69,12,2763,2286,2018-08-15
65,2022-05-03,2022-05-17,71,7,2515,2180,2022-05-18
65,2020-07-26,2020-08-09,77,14,3709,3548,2020-08-10
65,2017-11-23,2017-12-07,70,7,2453,2095,2017-12-08
65,2021-04-09,2021-04-23,67,20,2053,1597,2021-04-24
65,2019-03-25,2019-04-08,79,11,2633,2519,2019-04-09
65,2018-04-17,2018-05-01,62,13,3686,3465,2018-05-02
65,2020-10-23,2020-11-06,72,12,2881,2766,2020-11-07
65,2017-10-26,2017-11-09,80,5,2167,1919,2017-11-10
65,2017-05-04,2017-05-18,67,11,3641,3178,2017-05-19
65,2020-09-12,2020-09-26,67,6,2013,1551,2020-09-27
65,2024-02-08,2024-02-22,79,18,2567,2150,2024-02-23
65,2017-12-30,2018-01-13,68,10,3846,3360,2018-01-14
65,2015-11-01,2015-11-15,61,20,2263,1834,2015-11-16
65,2020-02-04,2020-02-18,72,6,2349,2083,2020-02-19
65,2016-11-18,2016-12-02,78,18,2960,2469,2016-12-03
65,2018-09-20,2018-10-04,62,13,2268,1890,2018-10-05
66,2016-05-16,2016-05-30,60,10,3007,2789,2016-05-31
66,2020-11-28,2020-12-12,61,4,3882,3421,2020-12-13
66,2018-11-02,2018-11-16,69,6,2251,1966,2018-11-17
66,2016-06-11,2016-06-25,80,17,3993,3841,2016-06-26
66,2022-10-02,2022-10-16,79,13,3359,3088,2022-10-17
66,2023-06-02,2023-06-16,70,11,2630,2439,2023-06-17
66,2019-07-27,2019-08-10,66,18,3356,3164,2019-08-11
66,2020-02-17,2020-03-02,61,10,2699,2278,2020-03-03
66,2024-04-24,2024-05-08,77,19,3299,2801,2024-05-09
66,2019-12-07,2019-12-21,75,17,2401,2076,2019-12-22
66,2020-05-24,2020-06-07,61,17,2157,1870,2020-06-08
66,2016-08-30,2016-09-13,69,12,3810,3703,2016-09-14
66,2016-03-01,2016-03-15,80,11,3671,3569,2016-03-16
66,2022-09-12,2022-09-26,80,17,2292,1885,2022-09-27
66,2015-02-15,2015-03-01,68,13,3982,3806,2015-03-02
66,2021-06-19,2021-07-03,68,7,2706,2484,2021-07-04
66,2020-10-16,2020-10-30,66,3,2205,1829,2020-10-31
66,2023-10-26,2023-11-09,76,14,2770,2450,2023-11-10
66,2020-07-22,2020-08-05,61,1,3312,2888,2020-08-06
66,2018-01-01,2018-01-15,71,3,3241,3087,2018-01-16
66,2018-01-18,2018-02-01,61,1,2970,2840,2018-02-02
66,2021-10-11,2021-10-25,63,8,2712,2377,2021-10-26
66,2016-05-29,2016-06-12,68,3,3255,2839,2016-06-13
66,2023-05-29,2023-06-12,78,19,3755,3383,2023-06-13
67,2018-01-13,2018-01-27,77,2,2066,1892,2018-01-28
67,2021-05-14,2021-05-28,76,7,2364,2052,2021-05-29
67,2021-11-17,2021-12-01,74,6,3794,3614,2021-12-02
67,2018-04-05,2018-04-19,75,0,2889,2420,2018-04-20
67,2024-07-10,2024-07-24,65,4,2398,1996,2024-07-25
67,2022-05-18,2022-06-01,66,11,2680,2372,2022-06-02
67,2019-07-31,2019-08-14,67,4,2959,2483,2019-08-15
67,2018-05-27,2018-06-10,61,5,2315,2098,2018-06-11
67,2015-08-18,2015-09-01,71,2,2890,2397,2015-09-02
67,2020-09-26,2020-10-10,63,7,3669,3170,2020-10-11
67,2023-12-13,2023-12-27,75,15,2334,2228,2023-12-28
67,2021-04-24,2021-05-08,63,11,3544,3324,2021-05-09
67,2023-12-07,2023-12-21,60,6,3822,3473,2023-12-22
67,2016-08-14,2016-08-28,66,1,2414,1992,2016-08-29
67,2017-01-27,2017-02-10,73,16,2938,2522,2017-02-11
67,2020-05-11,2020-05-25,60,1,2900,2488,2020-05-26
67,2017-02-12,2017-02-26,71,6,3139,2653,2017-02-27
67,2016-01-15,2016-01-29,77,6,2688,2233,2016-01-30
67,2016-03-31,2016-04-14,66,12,2338,1908,2016-04-15
67,2023-07-22,2023-08-05,76,7,3123,2644,2023-08-06
67,2018-05-29,2018-06-12,67,17,2179,1900,2018-06-13
67,2023-10-24,2023-11-07,62,8,2284,1863,2023-11-08
67,2023-03-09,2023-03-23,69,19,2299,1924,2023-03-24
67,2019-08-10,2019-08-24,62,5,3159,2934,2019-08-25
68,2015-04-01,2015-04-15,65,9,2373,2246,2015-04-16
68,2016-12-07,2016-12-21,62,10,3201,2873,2016-12-22
68,2017-01-17,2017-01-31,76,13,3492,3141,2017-02-01
68,2018-03-20,2018-04-03,70,1,3284,3068,2018-04-04
68,2024-05-02,2024-05-16,61,9,3978,3520,2024-05-17
68,2021-12-29,2022-01-12,62,8,2429,2309,2022-01-13
68,2021-10-17,2021-10-31,75,10,2076,1641,2021-11-01
68,2015-03-05,2015-03-19,67,14,2547,2219,2015-03-20
68,2016-02-14,2016-02-28,74,15,2437,2281,2016-02-29
68,2016-01-31,2016-02-14,67,14,3362,2901,2016-02-15
68,2020-05-20,2020-06-03,60,11,2742,2373,2020-06-04
68,2021-01-28,2021-02-11,67,7,3575,3212,2021-02-12
68,2021-08-06,2021-08-20,65,14,2264,1824,2021-08-21
68,2015-03-14,2015-03-28,66,10,3187,2950,2015-03-29
68,2020-10-27,2020-11-10,60,9,2635,2412,2020-11-11
68,2018-04-14,2018-04-28,74,7,3975,3673,2018-04-29
68,2015-07-25,2015-08-08,80,15,3347,2893,2015-08-09
68,2020-01-02,2020-01-16,66,4,3723,3296,2020-01-17
68,2020-10-17,2020-10-31,74,18,3496,3360,2020-11-01
68,2014-12-16,2014-12-30,68,16,2104,1934,2014-12-31
68,2020-01-31,2020-02-14,62,6,3295,2926,2020-02-15
68,2024-01-28,2024-02-11,63,18,2992,2552,2024-02-12
68,2023-08-25,2023-09-08,69,18,3784,3394,2023-09-09
68,2022-01-31,2022-02-14,77,16,3005,2821,2022-02-15
69,2019-11-29,2019-12-13,71,9,2038,1857,2019-12-14
69,2024-03-01,2024-03-15,73,14,3798,3466,2024-03-16
69,2019-08-28,2019-09-11,73,9,3053,2572,2019-09-12
69,2019-05-12,2019-05-26,75,6,3090,2969,2019-05-27
69,2022-01-22,2022-02-05,78,12,3642,3267,2022-02-06
69,2015-05-15,2015-05-29,77,6,2064,1746,2015-05-30
69,2018-12-12,2018-12-26,69,13,2977,2661,2018-12-27
69,2021-04-17,2021-05-01,76,17,2954,2671,2021-05-02
69,2023-07-18,2023-08-01,66,1,2106,1694,2023-08-02
69,2016-07-17,2016-07-31,62,20,2169,2003,2016-08-01
69,2023-01-04,2023-01-18,70,3,2709,2426,2023-01-19
69,2020-07-15,2020-07-29,73,12,3867,3623,2020-07-30
69,2016-10-08,2016-10-22,65,10,3674,3265,2016-10-23
69,2016-04-21,2016-05-05,78,0,3625,3407,2016-05-06
69,2018-02-24,2018-03-10,63,19,3874,3397,2018-03-11
69,2016-04-25,2016-05-09,63,4,3078,2622,2016-05-10
69,2023-11-24,2023-12-08,77,9,2616,2349,2023-12-09
69,2020-05-26,2020-06-09,79,16,3980,3602,2020-06-10
69,2014-11-02,2014-11-16,72,4,2576,2102,2014-11-17
69,2020-03-29,2020-04-12,62,0,3591,3185,2020-04-13
69,2017-12-01,2017-12-15,79,6,3100,2958,2017-12-16
69,2017-06-17,2017-07-01,73,20,2249,2090,2017-07-02
69,2015-04-02,2015-04-16,60,5,3780,3642,2015-04-17
69,2017-05-06,2017-05-20,77,10,2047,1607,2017-05-21
70,2020-12-08,2020-12-22,74,8,3699,3459,2020-12-23
70,2022-05-08,2022-05-22,63,10,2764,2573,2022-05-23
70,2015-01-12,2015-01-26,77,5,2347,1930,2015-01-27
70,2022-12-02,2022-12-16,61,7,2561,2070,2022-12-17
70,2020-10-03,2020-10-17,76,20,3210,2740,2020-10-18
70,2014-08-07,2014-08-21,80,7,3051,2665,2014-08-22
70,2020-03-29,2020-04-12,67,10,2759,2574,2020-04-13
70,2015-01-18,2015-02-01,61,7,3192,2978,2015-02-02
70,2021-08-01,2021-08-15,61,18,2989,2812,2021-08-16
70,2018-03-02,2018-03-16,79,20,2083,1648,2018-03-17
70,2021-08-01,2021-08-15,69,5,2430,2005,2021-08-16
70,2024-01-26,2024-02-09,76,11,3047,2897,2024-02-10
70,2016-09-04,2016-09-18,75,14,2206,1870,2016-09-19
70,2014-10-10,2014-10-24,61,13,3310,3173,2014-10-25
70,2018-05-31,2018-06-14,64,18,2819,2564,2018-06-15
70,2015-12-19,2016-01-02,75,17,3747,3331,2016-01-03
70,2023-11-17,2023-12-01,77,6,3389,3228,2023-12-02
70,2021-06-08,2021-06-22,65,11,2365,2019,2021-06-23
70,2021-05-17,2021-05-31,79,4,3176,2903,2021-06-01
70,2018-10-03,2018-10-17,67,7,3604,3104,2018-10-18
70,2019-06-10,2019-06-24,65,8,3759,3310,2019-06-25
70,2018-11-08,2018-11-22,72,14,3804,3313,2018-11-23
70,2021-02-07,2021-02-21,65,6,2158,2017,2021-02-22
70,2015-02-03,2015-02-17,77,20,3370,2956,2015-02-18
71,2016-01-10,2016-01-24,63,13,3173,3016,2016-01-25
71,2022-04-17,2022-05-01,76,14,3769,3369,2022-05-02
71,2017-01-17,2017-01-31,77,17,3238,3033,2017-02-01
71,2016-06-23,2016-07-07,68,15,3067,2911,2016-07-08
71,2023-03-24,2023-04-07,61,18,3745,3627,2023-04-08
71,2015-05-10,2015-05-24,63,6,3448,3034,2015-05-25
71,2023-04-30,2023-05-14,64,7,3490,3345,2023-05-15
